이름,카테고리,도로명주소,지번주소,일반전화,안심번호,영업시간,썸네일이미지URL,방문자 리뷰수,방문자 평점,블로그 리뷰수,위도,경도,매장정보,부가설명,홈페이지URL,사진리뷰수,상세페이지URL,해시태그,created_at
어부가,"해물,생선요리",경기 수원시 영통구 대학1로64번길 46 1층,경기도 수원시 영통구 이의동 1261-9 1층,031-211-1911,,"영업 중
24:00에 영업 종료
0시 0분에 영업 종료화
10:00 - 24:00수
10:00 - 24:00목
10:00 - 24:00금
10:00 - 24:00토
10:00 - 24:00일(1/14)
정기휴무 (격주 일요일)월
10:00 - 24:00격주 일요일 정기 휴무
접기",https://ldb-phinf.pstatic.net/20231114_141/1699955091638W2dtz_JPEG/temp_file.jpg,66,,49,37.2988728,127.0444565,"무선 인터넷, 예약, 단체 이용 가능, 주차, 남/녀 화장실 구분, 포장, 반려동물 동반, 유아의자",,https://www.instagram.com/a_buga_real/,51,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1221779298,"광교생선구이,광교해물파전,광교매운탕,광교해산물,광교식당",2024-01-09 21:00:23 +0900
하남돼지집 광교아브뉴프랑점,돼지고기구이,경기 수원시 영통구 센트럴타운로 85 광교아브뉴프랑 C121호,경기도 수원시 영통구 이의동 1332,0507-1489-8284,,"영업 중
21:50에 라스트오더
21시 50분에 라스트오더화
17:00 - 22:50
21:50 라스트오더수
17:00 - 22:50
21:50 라스트오더목
17:00 - 22:50
21:50 라스트오더금
17:00 - 22:50
21:50 라스트오더토
17:00 - 22:50
21:50 라스트오더일
17:00 - 22:50
21:50 라스트오더월
17:00 - 22:50
21:50 라스트오더
접기",https://ldb-phinf.pstatic.net/20231012_229/16971107389133ltQd_JPEG/temp_file.jpg,378,,218,37.2916708,127.0504516,"단체 이용 가능, 포장, 남/녀 화장실 구분, 무선 인터넷, 예약, 배달, 주차",,,171,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/36547594,"광교고기집,삼겹살,광교호수공원,광교삼겹살,광교회식",2024-01-09 21:00:23 +0900
기달임 돼지곰탕 광교점,"곰탕,설렁탕",경기 수원시 영통구 창룡대로256번길 77 1층 107호,경기도 수원시 영통구 이의동 1286 1층 107호,0507-1400-6628,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 20:00
15:00 - 17:00 브레이크타임
19:30 라스트오더수
11:00 - 20:00
15:00 - 17:00 브레이크타임
19:30 라스트오더목
11:00 - 20:00
15:00 - 17:00 브레이크타임
19:30 라스트오더금
11:00 - 20:00
15:00 - 17:00 브레이크타임
19:30 라스트오더토
정기휴무 (매주 토요일)일
정기휴무 (매주 일요일)월
11:00 - 20:00
15:00 - 17:00 브레이크타임
19:30 라스트오더
접기",https://ldb-phinf.pstatic.net/20231215_176/17025703810946Qb9R_JPEG/231209_K9172.jpg,14,,0,37.295951,127.0409863,"무선 인터넷, 남/녀 화장실 구분, 간편결제, 주차",,,10,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1108800046,"곰탕,식당,국밥,해장국,돼지곰탕",2024-01-09 21:00:33 +0900
마라도해물탕&찜 광교점,"매운탕,해물탕",경기 수원시 영통구 대학로 56 1층,경기도 수원시 영통구 이의동 1248 1층,0507-1322-7156,,"영업 중
22:00에 영업 종료
22시 0분에 영업 종료화
11:30 - 22:00수
11:30 - 22:00목
11:30 - 22:00금
11:30 - 22:00토
11:30 - 22:00일
11:30 - 22:00월
정기휴무 (매주 월요일)
접기",https://ldb-phinf.pstatic.net/20230324_137/1679627340822xgl2Y_PNG/1.png,547,4.61,121,37.30067697,127.0451961,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 주차",,http://www.maradoseafood.com,301,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1783093160,"해물탕,해물찜,아구찜,막회,대하구이",2024-01-09 21:00:37 +0900
국수집,국수,경기 수원시 장안구 창훈로66번길 16-14 신라족발,경기도 수원시 장안구 연무동 24-1 신라족발,031-258-1635,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 17:00수
11:00 - 17:00목
11:00 - 17:00금
11:00 - 17:00토
11:00 - 17:00일
정기휴무 (매주 일요일)월
11:00 - 17:00- 육수가 소진되면 문닫아요.
접기",https://ldb-phinf.pstatic.net/20201130_159/16067328225567Xquw_JPEG/Xk18GWmt1hG3QTCKVns9osWp.jpg,49,4.43,74,37.29807287,127.0297085,,,http://instagram.com/eunjinin3401,17,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/969291944,"열무국수,칼국수,잔치국수,손칼국수",2024-01-09 21:00:40 +0900
소소곱창,"곱창,막창,양",경기 수원시 영통구 대학로 14 1층 소소곱창,경기도 수원시 영통구 이의동 1275-9 1층 소소곱창,0507-1384-1169,,"영업 중
23:00에 영업 종료
23시 0분에 영업 종료화
17:00 - 23:00수
17:00 - 23:00목
17:00 - 23:00금
17:00 - 23:00토
12:00 - 23:00일
12:00 - 23:00월
17:00 - 23:00
접기",https://ldb-phinf.pstatic.net/20210125_100/1611562434424gVwJc_JPEG/myPMkhVFzQfjavP9buBB6rt-.jpg,164,4.88,33,37.2979571,127.0423068,"예약, 주차, 단체 이용 가능, 남/녀 화장실 구분",,,94,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1744255477,"곱창,대창,막창,광교곱창,소곱창",2024-01-09 21:00:44 +0900
옛골칼국수,"칼국수,만두",경기 수원시 장안구 연무로7번길 4 대영빌라,경기도 수원시 장안구 연무동 240-5 대영빌라,031-246-2959,,"오늘 휴무
매주 화요일 휴무
매주 화요일 휴무화
정기휴무 (매주 화요일)수
11:00 - 21:00
15:00 - 16:30 브레이크타임목
11:00 - 21:00
15:00 - 16:30 브레이크타임금
11:00 - 21:00
15:00 - 16:30 브레이크타임토
11:00 - 21:00
15:00 - 16:30 브레이크타임일
11:00 - 21:00
15:00 - 16:30 브레이크타임월
11:00 - 21:00
15:00 - 16:30 브레이크타임
접기",https://ldb-phinf.pstatic.net/20191110_180/15733698557599bl4g_JPEG/aSn5cpR7G37PPXTj6jcKR1qI.jpeg.jpg,186,4.41,42,37.292857,127.0292345,,,,38,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/33786154,,2024-01-09 21:00:45 +0900
이춘복참치 광교점,생선회,경기 수원시 영통구 센트럴타운로 85 아브뉴프랑 2층 B201호,경기도 수원시 영통구 이의동 1332 아브뉴프랑 2층 B201호,031-216-4558,,"영업 중
24:00에 영업 종료
0시 0분에 영업 종료화
11:00 - 24:00
14:30 - 16:30 브레이크타임수
11:00 - 24:00
14:30 - 16:30 브레이크타임목
11:00 - 24:00
14:30 - 16:30 브레이크타임금
11:00 - 24:00
14:30 - 16:30 브레이크타임토
11:00 - 24:00
14:30 - 16:30 브레이크타임일
11:00 - 24:00
14:30 - 16:30 브레이크타임월
11:00 - 24:00
14:30 - 16:30 브레이크타임
접기",https://ldb-phinf.pstatic.net/20200427_245/1587983453489LI8Mr_JPEG/NrqOLVn_ChvlSZ56H01itARo.jpg,"1,167",4.18,315,37.29076215,127.0495012,"주차, 단체 이용 가능, 포장, 남/녀 화장실 구분, 무선 인터넷, 예약",,http://lcbtuna.co.kr/,331,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1907405218,"무한리필참치,회덮밥,단체예약,룸완비,주차완비",2024-01-09 21:00:48 +0900
아지매해물칼국수,"칼국수,만두",경기 수원시 팔달구 월드컵로 379,경기도 수원시 팔달구 우만동 466,031-207-6594,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 20:00
19:00 라스트오더수
11:00 - 20:00
19:00 라스트오더목
11:00 - 20:00
19:00 라스트오더금
11:00 - 20:00
19:00 라스트오더토
11:00 - 20:00
19:00 라스트오더일
정기휴무 (매주 일요일)월
11:00 - 20:00
19:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20160118_146/1453081142033OUPVM_JPEG/176062566757365_0.jpeg,128,4.29,78,37.29084607,127.029638,"예약, 단체 이용 가능, 주차, 포장, 남/녀 화장실 구분",,,28,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/21134052,"해물칼국수,만두전골,김치만두,수원칼국수,수원만두",2024-01-09 21:00:50 +0900
제주살이,한식,경기 수원시 영통구 센트럴타운로 106 1층 107호,경기도 수원시 영통구 이의동 1322-5 1층 107호,0507-1348-4765,,"영업 중
21:00에 라스트오더
21시 0분에 라스트오더매일
11:00 - 21:30
21:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20231209_182/1702089362807rygiu_JPEG/Screenshot_20231209_104344_Samsung_Internet.jpg,165,,112,37.2927376,127.0501574,"포장, 무선 인터넷, 남/녀 화장실 구분, 유아의자, 단체 이용 가능, 예약, 주차",,,119,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1659117306,"제주도,고기국수,제주",2024-01-09 21:00:53 +0900
잠수교집 광교 직영점,돼지고기구이,경기 수원시 영통구 센트럴타운로 85 203동 지하1층 cb13-cb14,경기도 수원시 영통구 이의동 1332 203동 지하1층 cb13-cb14,0507-1380-0434,,"영업 중
22:30에 영업 종료
22시 30분에 영업 종료매일
11:30 - 22:30
접기",https://ldb-phinf.pstatic.net/20230910_67/1694317500657IwQ7f_JPEG/20230819_173018.jpg,160,,450,37.29075818,127.0517586,"예약, 남/녀 화장실 구분, 단체 이용 가능, 반려동물 동반, 주차",,,160,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1429854812,"삼겹살,냉동삼겹살,고기집,고깃집,회식",2024-01-09 21:00:53 +0900
송도갈비 광교월드마크점,"육류,고기요리",경기 수원시 영통구 센트럴타운로 107 2층,경기도 수원시 영통구 이의동 1331 2층,031-216-9161,,"영업 중
22:00에 영업 종료
22시 0분에 영업 종료매일
11:30 - 22:00
접기",https://ldb-phinf.pstatic.net/20200323_246/1584948029963VVEKm_JPEG/2LvRwBUe5fNG1JVT3J9vnIg6.jpg,488,4.38,142,37.29175619,127.0482498,"단체 이용 가능, 예약, 주차, 무선 인터넷, 발렛파킹, 포장, 남/녀 화장실 구분",,https://blog.naver.com/sfg_story,104,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1684776920,"송도갈비,천지연,양념갈비,소양념갈비,생한돈양념구이",2024-01-09 21:01:01 +0900
사또통족발 경기본점,"족발,보쌈",경기 수원시 장안구 연무로 37-2,경기도 수원시 장안구 연무동 237-7,0507-1342-8263,,"영업 중
22:00에 영업 종료
22시 0분에 영업 종료화
15:00 - 22:00수
15:00 - 22:00목
15:00 - 22:00금
15:00 - 22:00토
15:00 - 22:00일
15:00 - 22:00월
정기휴무 (매주 월요일)- 매장 10시마감 포장배달11시까지 운영 메뉴품절시 마감
접기",https://ldb-phinf.pstatic.net/20210721_106/16268405135417BrXW_JPEG/cqcttf-LLb7w4vvaG7V23tYg.jpg,,4.58,454,37.29481538,127.0271009,"예약, 포장, 배달, 단체 이용 가능",,https://sattojobal.modoo.at,,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/21855010,"족발,보쌈,마늘족발,포장,배달",2024-01-09 21:01:02 +0900
돈블랑 광교역점,"육류,고기요리",경기 수원시 영통구 대학로 60,경기도 수원시 영통구 이의동 1248-2,031-215-8295,,"영업 중
21:30에 라스트오더
21시 30분에 라스트오더매일
11:30 - 22:00
21:30 라스트오더
접기",https://ldb-phinf.pstatic.net/20190829_285/1567036313335kvdmC_JPEG/0GCen9Fq0QJEsLXXvjjkK_IW.jpg,293,4.46,203,37.3007152,127.0459278,"단체 이용 가능, 예약, 남/녀 화장실 구분, 포장, 주차, 무선 인터넷",,https://blog.naver.com/toto3564,65,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1527762894,"광교삼겹살,수원광교역삼겹살,수원광교역삼겹살집,광교역삼겹살,광교고기집",2024-01-09 21:01:03 +0900
종로감자탕순대국 수원광교점,감자탕,경기 수원시 영통구 대학1로54번길 16 101호,경기도 수원시 영통구 이의동 1261-5 101호,0507-1379-0667,,"영업 중
22:30에 라스트오더
22시 30분에 라스트오더화
10:30 - 23:00
22:30 라스트오더수
10:30 - 23:00
22:30 라스트오더목
10:30 - 23:00
22:30 라스트오더금
10:30 - 23:00
22:30 라스트오더토
10:30 - 23:00
22:30 라스트오더일
정기휴무 (매주 일요일)월
10:30 - 23:00
22:30 라스트오더
접기",https://ldb-phinf.pstatic.net/20231108_45/1699446990862jijdA_JPEG/1698673246727.jpg,17,,3,37.2990878,127.0449294,"포장, 예약, 무선 인터넷, 간편결제, 주차",,,12,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1751922620,"감자탕,순대국,선지해장국,뼈해장국",2024-01-09 21:01:08 +0900
화홍문갈비,"육류,고기요리",경기 수원시 장안구 월드컵로 438 화홍문갈비,경기도 수원시 장안구 연무동 250-28,0507-1486-8993,,"영업 중
21:30에 영업 종료
21시 30분에 영업 종료화
11:00 - 21:30수
11:00 - 21:30목
11:00 - 21:30금
11:00 - 21:30토
11:00 - 21:30일
11:00 - 21:30월
11:00 - 21:30
접기",https://ldb-phinf.pstatic.net/20201013_264/1602523329324Mcc3W_JPEG/121194073_703662387168432_6866965554241625577_n.jpg,278,4.33,41,37.2943858,127.0247153,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 장애인 편의시설",,http://instagram.com/hwahongmun__galbi,80,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1145575879,"생갈비,양념갈비,돼지갈비,한우,함흥냉면",2024-01-09 21:01:12 +0900
개수리막국수 경기도청점,막국수,경기 수원시 영통구 센트럴타운로 103 더블유타워 1층 107~110호,경기도 수원시 영통구 이의동 1330-1 더블유타워 1층 107~110호,0507-1314-1703,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더수
11:00 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더목
11:00 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더금
11:00 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더토
11:00 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더일
11:00 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더월
11:00 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더
접기",https://ldb-phinf.pstatic.net/20230111_85/1673420779531AXP4A_JPEG/%B8%DE%C0%CE%C0%CC%B9%CC%C1%F6.jpg,168,,691,37.29216959,127.0497802,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",,http://www.xn--h49a0yy2yld457bda.kr,81,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1551959571,"막국수,수제비,메밀,치킨,수육",2024-01-09 21:01:12 +0900
바다향왕코다리 광교점,"해물,생선요리","경기 수원시 영통구 대학3로4번길 7 지하1층(로비층) 111,112,113호","경기도 수원시 영통구 이의동 1256-3 지하1층(로비층) 111,112,113호",031-211-8500,,"영업 중
22:00에 영업 종료
22시 0분에 영업 종료매일
11:00 - 22:00
접기",,141,4.19,74,37.29995568,127.0429366,"단체 이용 가능, 주차, 포장, 배달, 남/녀 화장실 구분, 예약",,,141,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/38013111,"코다리조림,경기대후문,화덕생선구이",2024-01-09 21:01:12 +0900
수향닭발,닭발,경기 수원시 팔달구 세지로 403,경기도 수원시 팔달구 우만동 491-10,0507-1348-0277,,"영업 중
24:00에 영업 종료
0시 0분에 영업 종료화
15:00 - 24:00수
15:00 - 24:00목
15:00 - 24:00금
15:00 - 24:00토
15:00 - 24:00일
정기휴무 (매주 일요일)월
15:00 - 24:00
접기",https://ldb-phinf.pstatic.net/20230403_50/1680503313023h24eV_JPEG/KakaoTalk_20230330_162414812.jpg,259,,263,37.28542168,127.0289936,"무선 인터넷, 포장, 단체 이용 가능, 배달, 예약",,https://2070277.modoo.at,146,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1367261147,"국물닭발,닭발,술집,무뼈닭발,닭발배달",2024-01-09 21:01:14 +0900
그대에게 광교점,대게요리,경기 수원시 영통구 센트럴파크로127번길 80-6 1층 그대에게,경기도 수원시 영통구 이의동 1305-5 1층 그대에게,0507-1449-1771,,"영업 중
20:30에 라스트오더
20시 30분에 라스트오더화
12:00 - 22:00
20:30 라스트오더수
12:00 - 22:00
20:30 라스트오더목
12:00 - 22:00
20:30 라스트오더금
12:00 - 22:00
20:30 라스트오더토
11:00 - 22:00
20:30 라스트오더일
11:00 - 21:00
19:30 라스트오더월
정기휴무 (매주 월요일)- 공휴일·명절 모두 정상 운영
접기",https://ldb-phinf.pstatic.net/20230104_226/1672826150561I32aj_JPEG/%B8%DE%B4%BA_%BB%E7%C1%F8_%282%29.jpg,175,4.73,80,37.29442266,127.0516329,"단체 이용 가능, 주차, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",,,105,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1280405270,"대게포장,대게배달,데이트코스,킹크랩,랍스터",2024-01-09 21:01:24 +0900
진배기고깃간 광교점,"육류,고기요리","경기 수원시 영통구 대학1로58번길 5 1층, 광교종합 사회복지관 앞에 위치해 있습니다^^","경기도 수원시 영통구 이의동 1263-13 1층, 광교종합 사회복지관 앞에 위치해 있습니다^^",0507-1460-1193,,"영업 중
22:00에 영업 종료
22시 0분에 영업 종료화
11:30 - 22:00수
11:30 - 22:00목
11:30 - 22:00금
11:30 - 22:00토
11:30 - 22:00일
11:30 - 22:00월
11:30 - 22:00
접기",https://ldb-phinf.pstatic.net/20231019_168/1697704039717BNBF9_JPEG/temp_file.jpg,389,4.79,223,37.29916516,127.0459485,"예약, 단체 이용 가능, 주차, 포장, 남/녀 화장실 구분, 무선 인터넷",,,145,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1041835003,"광교소고기,광교역고기,김치찌개,경기대후문,회식",2024-01-09 21:01:25 +0900
광교산백년숯불구이쌈밥,쌈밥,경기 수원시 장안구 광교산로 240 . 1층,경기도 수원시 장안구 하광교동 332 . 1층,0507-1352-3902,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작매일
10:00 - 21:00
접기",https://ldb-phinf.pstatic.net/20230424_93/1682302222022HNg7h_PNG/KakaoTalk_20230419_154036011_25_%BA%B9%BB%E7.png,92,,13,37.3084816,127.0291803,"주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",,http://www.100ssam.kr,56,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1532176223,"숯불구이,쌈밥,코다리조림,불낙전골,광교산",2024-01-09 21:01:26 +0900
후호정,"족발,보쌈",경기 수원시 영통구 센트럴타운로 107 푸르지오 월드마크 1층11호,경기도 수원시 영통구 이의동 1331 푸르지오 월드마크 1층11호,031-212-7909,,"영업 중
21:00에 라스트오더
21시 0분에 라스트오더화
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더수
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더목
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더금
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더토
11:30 - 21:30
16:00 - 17:00 브레이크타임
21:00 라스트오더일
정기휴무 (매주 일요일)월
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20220512_212/16523191188427Gub3_JPEG/KakaoTalk_20220324_180913026_02.jpg,193,,159,37.291551,127.0479272,"주차, 예약, 무선 인터넷, 포장, 남/녀 화장실 구분",,https://www.instagram.com/hoo.ho__jung,98,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1355502607,"광교중앙역족발,광교칼국수,광교곰탕,광교월드마크족발칼국수,광교족발",2024-01-09 21:01:38 +0900
등촌샤브칼국수 경기대역점,"칼국수,만두",경기 수원시 영통구 대학3로 7 광교 나보나스퀘어 2층 201호,경기도 수원시 영통구 이의동 1254 광교 나보나스퀘어 2층 201호,0507-1397-1119,,"오늘 휴무
매주 화요일 휴무
매주 화요일 휴무화
정기휴무 (매주 화요일)수
10:30 - 21:30
20:30 라스트오더목
10:30 - 21:30
20:30 라스트오더금
10:30 - 21:30
20:30 라스트오더토
10:30 - 21:30
20:30 라스트오더일
10:30 - 21:30
20:30 라스트오더월
10:30 - 21:30
20:30 라스트오더- 브레이크타임 없이 운영 합니다.
접기",https://ldb-phinf.pstatic.net/20230117_182/1673966724339m5DHg_PNG/IMG_20210504_1.png,73,,63,37.2998203,127.0421299,"주차, 단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",,,20,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1652407876,"얼큰칼국수,맑은칼국수",2024-01-09 21:01:44 +0900
배대감 갈비촌,"육류,고기요리",경기 수원시 영통구 대학4로 40,경기도 수원시 영통구 이의동 1245-6,0507-1307-9588,,"영업 중
22:00에 영업 종료
22시 0분에 영업 종료매일
11:00 - 22:00
접기",https://ldb-phinf.pstatic.net/20180412_280/1523496454012lWFdu_JPEG/4u2ADxTZC78O5BW66cAxKHPC.jpg,307,4.46,323,37.2987954,127.0482307,"무선 인터넷, 주차, 예약, 단체 이용 가능, 포장",,,130,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/37741689,"광교황소갈비,광교갈비,이의동황소갈비,수원황소갈비,갈비",2024-01-09 21:01:44 +0900
